"QC_Record_ID","Batch_ID","Sample_ID","Analyte_ID","Value","Unit","Method_ID","Spec_Rev","LSL","USL","Qualifier","Sample_TS","Result_TS","Is_Final","Approval_Status","Spec_Status","Data_Origin","Target"
"SIM-S0175-Q-Fe","SIM-S0175","SIM-S0175-S","Fe","0.3252","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0176-Q-pH","SIM-S0176","SIM-S0176-S","pH","9.9649","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0176-Q-Solids","SIM-S0176","SIM-S0176-S","Solids","10.0042","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0176-Q-Viscosity","SIM-S0176","SIM-S0176-S","Viscosity","1.6824","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0176-Q-D50","SIM-S0176","SIM-S0176-S","D50","89.753","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0176-Q-D90","SIM-S0176","SIM-S0176-S","D90","126.9272","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0176-Q-LPC_0p5","SIM-S0176","SIM-S0176-S","LPC_0p5","955.4411","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0176-Q-LPC_1p0","SIM-S0176","SIM-S0176-S","LPC_1p0","66.9465","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0176-Q-Zeta","SIM-S0176","SIM-S0176-S","Zeta","-40.2193","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0176-Q-Fe","SIM-S0176","SIM-S0176-S","Fe","0.2763","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0177-Q-pH","SIM-S0177","SIM-S0177-S","pH","9.9923","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0177-Q-Solids","SIM-S0177","SIM-S0177-S","Solids","10.1489","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0177-Q-Viscosity","SIM-S0177","SIM-S0177-S","Viscosity","1.7084","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0177-Q-D50","SIM-S0177","SIM-S0177-S","D50","88.7569","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0177-Q-D90","SIM-S0177","SIM-S0177-S","D90","131.2977","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0177-Q-LPC_0p5","SIM-S0177","SIM-S0177-S","LPC_0p5","1022.0557","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0177-Q-LPC_1p0","SIM-S0177","SIM-S0177-S","LPC_1p0","105.8968","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0177-Q-Zeta","SIM-S0177","SIM-S0177-S","Zeta","-38.5814","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0177-Q-Fe","SIM-S0177","SIM-S0177-S","Fe","0.3405","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T14:15:00Z","2026-09-04T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0178-Q-pH","SIM-S0178","SIM-S0178-S","pH","10.0248","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0178-Q-Solids","SIM-S0178","SIM-S0178-S","Solids","9.9464","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0178-Q-Viscosity","SIM-S0178","SIM-S0178-S","Viscosity","1.8129","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0178-Q-D50","SIM-S0178","SIM-S0178-S","D50","88.2602","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0178-Q-D90","SIM-S0178","SIM-S0178-S","D90","126.7267","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0178-Q-LPC_0p5","SIM-S0178","SIM-S0178-S","LPC_0p5","1045.5505","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0178-Q-LPC_1p0","SIM-S0178","SIM-S0178-S","LPC_1p0","66.9453","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0178-Q-Zeta","SIM-S0178","SIM-S0178-S","Zeta","-40.498","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0178-Q-Fe","SIM-S0178","SIM-S0178-S","Fe","0.3218","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0179-Q-pH","SIM-S0179","SIM-S0179-S","pH","9.9808","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0179-Q-Solids","SIM-S0179","SIM-S0179-S","Solids","9.9974","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0179-Q-Viscosity","SIM-S0179","SIM-S0179-S","Viscosity","1.6394","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0179-Q-D50","SIM-S0179","SIM-S0179-S","D50","85.7196","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0179-Q-D90","SIM-S0179","SIM-S0179-S","D90","119.5322","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0179-Q-LPC_0p5","SIM-S0179","SIM-S0179-S","LPC_0p5","763.579","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0179-Q-LPC_1p0","SIM-S0179","SIM-S0179-S","LPC_1p0","64.0168","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0179-Q-Zeta","SIM-S0179","SIM-S0179-S","Zeta","-39.6226","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0179-Q-Fe","SIM-S0179","SIM-S0179-S","Fe","0.3073","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0180-Q-pH","SIM-S0180","SIM-S0180-S","pH","10.0434","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0180-Q-Solids","SIM-S0180","SIM-S0180-S","Solids","10.1322","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0180-Q-Viscosity","SIM-S0180","SIM-S0180-S","Viscosity","1.6446","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0180-Q-D50","SIM-S0180","SIM-S0180-S","D50","88.3606","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0180-Q-D90","SIM-S0180","SIM-S0180-S","D90","128.6534","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0180-Q-LPC_0p5","SIM-S0180","SIM-S0180-S","LPC_0p5","1030.2338","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0180-Q-LPC_1p0","SIM-S0180","SIM-S0180-S","LPC_1p0","81.8697","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0180-Q-Zeta","SIM-S0180","SIM-S0180-S","Zeta","-39.4456","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0180-Q-Fe","SIM-S0180","SIM-S0180-S","Fe","0.294","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T15:45:00Z","2026-09-04T16:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0181-Q-pH","SIM-S0181","SIM-S0181-S","pH","9.8485","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0181-Q-Solids","SIM-S0181","SIM-S0181-S","Solids","10.0703","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0181-Q-Viscosity","SIM-S0181","SIM-S0181-S","Viscosity","1.6936","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0181-Q-D50","SIM-S0181","SIM-S0181-S","D50","89.2413","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0181-Q-D90","SIM-S0181","SIM-S0181-S","D90","130.9254","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0181-Q-LPC_0p5","SIM-S0181","SIM-S0181-S","LPC_0p5","649.1179","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0181-Q-LPC_1p0","SIM-S0181","SIM-S0181-S","LPC_1p0","75.4093","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0181-Q-Zeta","SIM-S0181","SIM-S0181-S","Zeta","-39.0699","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0181-Q-Fe","SIM-S0181","SIM-S0181-S","Fe","0.2864","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0182-Q-pH","SIM-S0182","SIM-S0182-S","pH","9.9326","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0182-Q-Solids","SIM-S0182","SIM-S0182-S","Solids","10.0472","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0182-Q-Viscosity","SIM-S0182","SIM-S0182-S","Viscosity","1.6822","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0182-Q-D50","SIM-S0182","SIM-S0182-S","D50","90.1801","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0182-Q-D90","SIM-S0182","SIM-S0182-S","D90","124.7593","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0182-Q-LPC_0p5","SIM-S0182","SIM-S0182-S","LPC_0p5","716.5696","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0182-Q-LPC_1p0","SIM-S0182","SIM-S0182-S","LPC_1p0","84.3598","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0182-Q-Zeta","SIM-S0182","SIM-S0182-S","Zeta","-39.924","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0182-Q-Fe","SIM-S0182","SIM-S0182-S","Fe","0.2713","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0183-Q-pH","SIM-S0183","SIM-S0183-S","pH","9.9305","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0183-Q-Solids","SIM-S0183","SIM-S0183-S","Solids","10.012","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0183-Q-Viscosity","SIM-S0183","SIM-S0183-S","Viscosity","1.7216","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0183-Q-D50","SIM-S0183","SIM-S0183-S","D50","90.9763","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0183-Q-D90","SIM-S0183","SIM-S0183-S","D90","130.2302","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0183-Q-LPC_0p5","SIM-S0183","SIM-S0183-S","LPC_0p5","913.846","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0183-Q-LPC_1p0","SIM-S0183","SIM-S0183-S","LPC_1p0","66.4217","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0183-Q-Zeta","SIM-S0183","SIM-S0183-S","Zeta","-39.5883","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0183-Q-Fe","SIM-S0183","SIM-S0183-S","Fe","0.3039","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T17:15:00Z","2026-09-04T18:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0184-Q-pH","SIM-S0184","SIM-S0184-S","pH","10.0788","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0184-Q-Solids","SIM-S0184","SIM-S0184-S","Solids","10.0543","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0184-Q-Viscosity","SIM-S0184","SIM-S0184-S","Viscosity","1.6437","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0184-Q-D50","SIM-S0184","SIM-S0184-S","D50","89.7415","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0184-Q-D90","SIM-S0184","SIM-S0184-S","D90","129.4295","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0184-Q-LPC_0p5","SIM-S0184","SIM-S0184-S","LPC_0p5","828.3028","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0184-Q-LPC_1p0","SIM-S0184","SIM-S0184-S","LPC_1p0","86.2227","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0184-Q-Zeta","SIM-S0184","SIM-S0184-S","Zeta","-39.1874","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0184-Q-Fe","SIM-S0184","SIM-S0184-S","Fe","0.3321","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0185-Q-pH","SIM-S0185","SIM-S0185-S","pH","10.0997","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0185-Q-Solids","SIM-S0185","SIM-S0185-S","Solids","10.0434","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0185-Q-Viscosity","SIM-S0185","SIM-S0185-S","Viscosity","1.7279","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0185-Q-D50","SIM-S0185","SIM-S0185-S","D50","85.2162","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0185-Q-D90","SIM-S0185","SIM-S0185-S","D90","135.3813","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0185-Q-LPC_0p5","SIM-S0185","SIM-S0185-S","LPC_0p5","888.5387","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0185-Q-LPC_1p0","SIM-S0185","SIM-S0185-S","LPC_1p0","92.1903","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0185-Q-Zeta","SIM-S0185","SIM-S0185-S","Zeta","-38.6506","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0185-Q-Fe","SIM-S0185","SIM-S0185-S","Fe","0.2641","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0186-Q-pH","SIM-S0186","SIM-S0186-S","pH","9.9762","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0186-Q-Solids","SIM-S0186","SIM-S0186-S","Solids","10.0418","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0186-Q-Viscosity","SIM-S0186","SIM-S0186-S","Viscosity","1.6873","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0186-Q-D50","SIM-S0186","SIM-S0186-S","D50","91.946","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0186-Q-D90","SIM-S0186","SIM-S0186-S","D90","126.1115","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0186-Q-LPC_0p5","SIM-S0186","SIM-S0186-S","LPC_0p5","609.9307","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0186-Q-LPC_1p0","SIM-S0186","SIM-S0186-S","LPC_1p0","93.1936","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0186-Q-Zeta","SIM-S0186","SIM-S0186-S","Zeta","-40.0074","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0186-Q-Fe","SIM-S0186","SIM-S0186-S","Fe","0.2785","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-04T18:45:00Z","2026-09-04T19:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0187-Q-pH","SIM-S0187","SIM-S0187-S","pH","10.0453","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-04T20:15:00Z","2026-09-04T21:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0187-Q-Solids","SIM-S0187","SIM-S0187-S","Solids","10.0459","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-04T20:15:00Z","2026-09-04T21:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0187-Q-Viscosity","SIM-S0187","SIM-S0187-S","Viscosity","1.6613","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-04T20:15:00Z","2026-09-04T21:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0187-Q-D50","SIM-S0187","SIM-S0187-S","D50","90.814","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-04T20:15:00Z","2026-09-04T21:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
