"Material_Record_ID","Batch_ID","Material_ID","Lot_ID","Quantity","Unit","Charge_TS","Data_Origin"
"SIM-S0207-M3","SIM-S0207","DIW","DIW-LOT-35","890","kg","2026-09-05T04:05:00Z","SYNTHETIC"
"SIM-S0208-M1","SIM-S0208","SILICA","SILICA-LOT-35","100","kg","2026-09-05T05:35:00Z","SYNTHETIC"
"SIM-S0208-M2","SIM-S0208","ADDITIVE","ADDITIVE-LOT-35","10","kg","2026-09-05T05:35:00Z","SYNTHETIC"
"SIM-S0208-M3","SIM-S0208","DIW","DIW-LOT-35","890","kg","2026-09-05T05:35:00Z","SYNTHETIC"
"SIM-S0209-M1","SIM-S0209","SILICA","SILICA-LOT-35","100","kg","2026-09-05T05:35:00Z","SYNTHETIC"
"SIM-S0209-M2","SIM-S0209","ADDITIVE","ADDITIVE-LOT-35","10","kg","2026-09-05T05:35:00Z","SYNTHETIC"
"SIM-S0209-M3","SIM-S0209","DIW","DIW-LOT-35","890","kg","2026-09-05T05:35:00Z","SYNTHETIC"
"SIM-S0210-M1","SIM-S0210","SILICA","SILICA-LOT-35","100","kg","2026-09-05T05:35:00Z","SYNTHETIC"
"SIM-S0210-M2","SIM-S0210","ADDITIVE","ADDITIVE-LOT-35","10","kg","2026-09-05T05:35:00Z","SYNTHETIC"
"SIM-S0210-M3","SIM-S0210","DIW","DIW-LOT-35","890","kg","2026-09-05T05:35:00Z","SYNTHETIC"
"SIM-S0211-M1","SIM-S0211","SILICA","SILICA-LOT-36","100","kg","2026-09-05T07:05:00Z","SYNTHETIC"
"SIM-S0211-M2","SIM-S0211","ADDITIVE","ADDITIVE-LOT-36","10","kg","2026-09-05T07:05:00Z","SYNTHETIC"
"SIM-S0211-M3","SIM-S0211","DIW","DIW-LOT-36","890","kg","2026-09-05T07:05:00Z","SYNTHETIC"
"SIM-S0212-M1","SIM-S0212","SILICA","SILICA-LOT-36","100","kg","2026-09-05T07:05:00Z","SYNTHETIC"
"SIM-S0212-M2","SIM-S0212","ADDITIVE","ADDITIVE-LOT-36","10","kg","2026-09-05T07:05:00Z","SYNTHETIC"
"SIM-S0212-M3","SIM-S0212","DIW","DIW-LOT-36","890","kg","2026-09-05T07:05:00Z","SYNTHETIC"
"SIM-S0213-M1","SIM-S0213","SILICA","SILICA-LOT-36","100","kg","2026-09-05T07:05:00Z","SYNTHETIC"
"SIM-S0213-M2","SIM-S0213","ADDITIVE","ADDITIVE-LOT-36","10","kg","2026-09-05T07:05:00Z","SYNTHETIC"
"SIM-S0213-M3","SIM-S0213","DIW","DIW-LOT-36","890","kg","2026-09-05T07:05:00Z","SYNTHETIC"
"SIM-S0214-M1","SIM-S0214","SILICA","SILICA-LOT-36","100","kg","2026-09-05T08:35:00Z","SYNTHETIC"
"SIM-S0214-M2","SIM-S0214","ADDITIVE","ADDITIVE-LOT-36","10","kg","2026-09-05T08:35:00Z","SYNTHETIC"
"SIM-S0214-M3","SIM-S0214","DIW","DIW-LOT-36","890","kg","2026-09-05T08:35:00Z","SYNTHETIC"
"SIM-S0215-M1","SIM-S0215","SILICA","SILICA-LOT-36","100","kg","2026-09-05T08:35:00Z","SYNTHETIC"
"SIM-S0215-M2","SIM-S0215","ADDITIVE","ADDITIVE-LOT-36","10","kg","2026-09-05T08:35:00Z","SYNTHETIC"
"SIM-S0215-M3","SIM-S0215","DIW","DIW-LOT-36","890","kg","2026-09-05T08:35:00Z","SYNTHETIC"
"SIM-S0216-M1","SIM-S0216","SILICA","SILICA-LOT-36","100","kg","2026-09-05T08:35:00Z","SYNTHETIC"
"SIM-S0216-M2","SIM-S0216","ADDITIVE","ADDITIVE-LOT-36","10","kg","2026-09-05T08:35:00Z","SYNTHETIC"
"SIM-S0216-M3","SIM-S0216","DIW","DIW-LOT-36","890","kg","2026-09-05T08:35:00Z","SYNTHETIC"
"SIM-S0217-M1","SIM-S0217","SILICA","SILICA-LOT-37","100","kg","2026-09-05T10:05:00Z","SYNTHETIC"
"SIM-S0217-M2","SIM-S0217","ADDITIVE","ADDITIVE-LOT-37","10","kg","2026-09-05T10:05:00Z","SYNTHETIC"
"SIM-S0217-M3","SIM-S0217","DIW","DIW-LOT-37","890","kg","2026-09-05T10:05:00Z","SYNTHETIC"
"SIM-S0218-M1","SIM-S0218","SILICA","SILICA-LOT-37","100","kg","2026-09-05T10:05:00Z","SYNTHETIC"
"SIM-S0218-M2","SIM-S0218","ADDITIVE","ADDITIVE-LOT-37","10","kg","2026-09-05T10:05:00Z","SYNTHETIC"
"SIM-S0218-M3","SIM-S0218","DIW","DIW-LOT-37","890","kg","2026-09-05T10:05:00Z","SYNTHETIC"
"SIM-S0219-M1","SIM-S0219","SILICA","SILICA-LOT-37","100","kg","2026-09-05T10:05:00Z","SYNTHETIC"
"SIM-S0219-M2","SIM-S0219","ADDITIVE","ADDITIVE-LOT-37","10","kg","2026-09-05T10:05:00Z","SYNTHETIC"
"SIM-S0219-M3","SIM-S0219","DIW","DIW-LOT-37","890","kg","2026-09-05T10:05:00Z","SYNTHETIC"
"SIM-S0220-M1","SIM-S0220","SILICA","SILICA-LOT-37","100","kg","2026-09-05T11:35:00Z","SYNTHETIC"
"SIM-S0220-M2","SIM-S0220","ADDITIVE","ADDITIVE-LOT-37","10","kg","2026-09-05T11:35:00Z","SYNTHETIC"
"SIM-S0220-M3","SIM-S0220","DIW","DIW-LOT-37","890","kg","2026-09-05T11:35:00Z","SYNTHETIC"
"SIM-S0221-M1","SIM-S0221","SILICA","SILICA-LOT-37","100","kg","2026-09-05T11:35:00Z","SYNTHETIC"
"SIM-S0221-M2","SIM-S0221","ADDITIVE","ADDITIVE-LOT-37","10","kg","2026-09-05T11:35:00Z","SYNTHETIC"
"SIM-S0221-M3","SIM-S0221","DIW","DIW-LOT-37","890","kg","2026-09-05T11:35:00Z","SYNTHETIC"
"SIM-S0222-M1","SIM-S0222","SILICA","SILICA-LOT-37","100","kg","2026-09-05T11:35:00Z","SYNTHETIC"
"SIM-S0222-M2","SIM-S0222","ADDITIVE","ADDITIVE-LOT-37","10","kg","2026-09-05T11:35:00Z","SYNTHETIC"
"SIM-S0222-M3","SIM-S0222","DIW","DIW-LOT-37","890","kg","2026-09-05T11:35:00Z","SYNTHETIC"
"SIM-S0223-M1","SIM-S0223","SILICA","SILICA-LOT-38","100","kg","2026-09-05T13:05:00Z","SYNTHETIC"
"SIM-S0223-M2","SIM-S0223","ADDITIVE","ADDITIVE-LOT-38","10","kg","2026-09-05T13:05:00Z","SYNTHETIC"
"SIM-S0223-M3","SIM-S0223","DIW","DIW-LOT-38","890","kg","2026-09-05T13:05:00Z","SYNTHETIC"
"SIM-S0224-M1","SIM-S0224","SILICA","SILICA-LOT-38","100","kg","2026-09-05T13:05:00Z","SYNTHETIC"
"SIM-S0224-M2","SIM-S0224","ADDITIVE","ADDITIVE-LOT-38","10","kg","2026-09-05T13:05:00Z","SYNTHETIC"
"SIM-S0224-M3","SIM-S0224","DIW","DIW-LOT-38","890","kg","2026-09-05T13:05:00Z","SYNTHETIC"
"SIM-S0225-M1","SIM-S0225","SILICA","SILICA-LOT-38","100","kg","2026-09-05T13:05:00Z","SYNTHETIC"
"SIM-S0225-M2","SIM-S0225","ADDITIVE","ADDITIVE-LOT-38","10","kg","2026-09-05T13:05:00Z","SYNTHETIC"
"SIM-S0225-M3","SIM-S0225","DIW","DIW-LOT-38","890","kg","2026-09-05T13:05:00Z","SYNTHETIC"
"SIM-S0226-M1","SIM-S0226","SILICA","SILICA-LOT-38","100","kg","2026-09-05T14:35:00Z","SYNTHETIC"
"SIM-S0226-M2","SIM-S0226","ADDITIVE","ADDITIVE-LOT-38","10","kg","2026-09-05T14:35:00Z","SYNTHETIC"
"SIM-S0226-M3","SIM-S0226","DIW","DIW-LOT-38","890","kg","2026-09-05T14:35:00Z","SYNTHETIC"
"SIM-S0227-M1","SIM-S0227","SILICA","SILICA-LOT-38","100","kg","2026-09-05T14:35:00Z","SYNTHETIC"
"SIM-S0227-M2","SIM-S0227","ADDITIVE","ADDITIVE-LOT-38","10","kg","2026-09-05T14:35:00Z","SYNTHETIC"
"SIM-S0227-M3","SIM-S0227","DIW","DIW-LOT-38","890","kg","2026-09-05T14:35:00Z","SYNTHETIC"
"SIM-S0228-M1","SIM-S0228","SILICA","SILICA-LOT-38","100","kg","2026-09-05T14:35:00Z","SYNTHETIC"
"SIM-S0228-M2","SIM-S0228","ADDITIVE","ADDITIVE-LOT-38","10","kg","2026-09-05T14:35:00Z","SYNTHETIC"
"SIM-S0228-M3","SIM-S0228","DIW","DIW-LOT-38","890","kg","2026-09-05T14:35:00Z","SYNTHETIC"
"SIM-S0229-M1","SIM-S0229","SILICA","SILICA-LOT-39","100","kg","2026-09-05T16:05:00Z","SYNTHETIC"
"SIM-S0229-M2","SIM-S0229","ADDITIVE","ADDITIVE-LOT-39","10","kg","2026-09-05T16:05:00Z","SYNTHETIC"
"SIM-S0229-M3","SIM-S0229","DIW","DIW-LOT-39","890","kg","2026-09-05T16:05:00Z","SYNTHETIC"
"SIM-S0230-M1","SIM-S0230","SILICA","SILICA-LOT-39","100","kg","2026-09-05T16:05:00Z","SYNTHETIC"
"SIM-S0230-M2","SIM-S0230","ADDITIVE","ADDITIVE-LOT-39","10","kg","2026-09-05T16:05:00Z","SYNTHETIC"
"SIM-S0230-M3","SIM-S0230","DIW","DIW-LOT-39","890","kg","2026-09-05T16:05:00Z","SYNTHETIC"
"SIM-S0231-M1","SIM-S0231","SILICA","SILICA-LOT-39","100","kg","2026-09-05T16:05:00Z","SYNTHETIC"
"SIM-S0231-M2","SIM-S0231","ADDITIVE","ADDITIVE-LOT-39","10","kg","2026-09-05T16:05:00Z","SYNTHETIC"
"SIM-S0231-M3","SIM-S0231","DIW","DIW-LOT-39","890","kg","2026-09-05T16:05:00Z","SYNTHETIC"
"SIM-S0232-M1","SIM-S0232","SILICA","SILICA-LOT-39","100","kg","2026-09-05T17:35:00Z","SYNTHETIC"
"SIM-S0232-M2","SIM-S0232","ADDITIVE","ADDITIVE-LOT-39","10","kg","2026-09-05T17:35:00Z","SYNTHETIC"
"SIM-S0232-M3","SIM-S0232","DIW","DIW-LOT-39","890","kg","2026-09-05T17:35:00Z","SYNTHETIC"
"SIM-S0233-M1","SIM-S0233","SILICA","SILICA-LOT-39","100","kg","2026-09-05T17:35:00Z","SYNTHETIC"
"SIM-S0233-M2","SIM-S0233","ADDITIVE","ADDITIVE-LOT-39","10","kg","2026-09-05T17:35:00Z","SYNTHETIC"
"SIM-S0233-M3","SIM-S0233","DIW","DIW-LOT-39","890","kg","2026-09-05T17:35:00Z","SYNTHETIC"
"SIM-S0234-M1","SIM-S0234","SILICA","SILICA-LOT-39","100","kg","2026-09-05T17:35:00Z","SYNTHETIC"
"SIM-S0234-M2","SIM-S0234","ADDITIVE","ADDITIVE-LOT-39","10","kg","2026-09-05T17:35:00Z","SYNTHETIC"
"SIM-S0234-M3","SIM-S0234","DIW","DIW-LOT-39","890","kg","2026-09-05T17:35:00Z","SYNTHETIC"
"SIM-S0235-M1","SIM-S0235","SILICA","SILICA-LOT-40","100","kg","2026-09-05T19:05:00Z","SYNTHETIC"
"SIM-S0235-M2","SIM-S0235","ADDITIVE","ADDITIVE-LOT-40","10","kg","2026-09-05T19:05:00Z","SYNTHETIC"
"SIM-S0235-M3","SIM-S0235","DIW","DIW-LOT-40","890","kg","2026-09-05T19:05:00Z","SYNTHETIC"
"SIM-S0236-M1","SIM-S0236","SILICA","SILICA-LOT-40","100","kg","2026-09-05T19:05:00Z","SYNTHETIC"
"SIM-S0236-M2","SIM-S0236","ADDITIVE","ADDITIVE-LOT-40","10","kg","2026-09-05T19:05:00Z","SYNTHETIC"
"SIM-S0236-M3","SIM-S0236","DIW","DIW-LOT-40","890","kg","2026-09-05T19:05:00Z","SYNTHETIC"
"SIM-S0237-M1","SIM-S0237","SILICA","SILICA-LOT-40","100","kg","2026-09-05T19:05:00Z","SYNTHETIC"
"SIM-S0237-M2","SIM-S0237","ADDITIVE","ADDITIVE-LOT-40","10","kg","2026-09-05T19:05:00Z","SYNTHETIC"
"SIM-S0237-M3","SIM-S0237","DIW","DIW-LOT-40","890","kg","2026-09-05T19:05:00Z","SYNTHETIC"
"SIM-S0238-M1","SIM-S0238","SILICA","SILICA-LOT-40","100","kg","2026-09-05T20:35:00Z","SYNTHETIC"
"SIM-S0238-M2","SIM-S0238","ADDITIVE","ADDITIVE-LOT-40","10","kg","2026-09-05T20:35:00Z","SYNTHETIC"
"SIM-S0238-M3","SIM-S0238","DIW","DIW-LOT-40","890","kg","2026-09-05T20:35:00Z","SYNTHETIC"
"SIM-S0239-M1","SIM-S0239","SILICA","SILICA-LOT-40","100","kg","2026-09-05T20:35:00Z","SYNTHETIC"
"SIM-S0239-M2","SIM-S0239","ADDITIVE","ADDITIVE-LOT-40","10","kg","2026-09-05T20:35:00Z","SYNTHETIC"
"SIM-S0239-M3","SIM-S0239","DIW","DIW-LOT-40","890","kg","2026-09-05T20:35:00Z","SYNTHETIC"
"SIM-S0240-M1","SIM-S0240","SILICA","SILICA-LOT-40","100","kg","2026-09-05T20:35:00Z","SYNTHETIC"
"SIM-S0240-M2","SIM-S0240","ADDITIVE","ADDITIVE-LOT-40","10","kg","2026-09-05T20:35:00Z","SYNTHETIC"
"SIM-S0240-M3","SIM-S0240","DIW","DIW-LOT-40","890","kg","2026-09-05T20:35:00Z","SYNTHETIC"
